geo_code,town,population,male_population,female_population,district,is_dimos,lat,lon
6107,Αναρίτα,876,423,453,Πάφου,False,34.7404252,32.5335875
6110,Μαραθούντα,309,154,155,Πάφου,False,34.7911516,32.4879837
6111,Άρμου,600,291,309,Πάφου,False,34.7993207,32.4800409
6112,Επισκοπή Πάφου,220,103,117,Πάφου,False,34.7913403,32.5224084
6113,Νατά,181,90,91,Πάφου,False,34.781723,32.5664662
6114,Χολέτρια,264,129,135,Πάφου,False,34.7637137,32.5989955
6115,Αξύλου,61,31,30,Πάφου,False,34.8057785,32.563136
6116,Ελεδιό,44,21,23,Πάφου,False,34.8092298,32.568433
6120,Τσάδα,1043,500,543,Πάφου,False,34.8386369,32.4748826
6121,Κοίλη,466,235,231,Πάφου,False,34.8602383,32.4547343
6122,Στρουμπί,540,269,271,Πάφου,False,34.8839902,32.4825424
6123,Πολέμι,848,408,440,Πάφου,False,34.8857342,32.5076477
6124,Καλλέπεια,326,152,174,Πάφου,False,34.8461805,32.5006167
6125,Λετύμβου,249,120,129,Πάφου,False,34.856678,32.5134516
6127,Κούρδακα,7,4,3,Πάφου,False,34.8508634,32.532419
6128,Λεμώνα,51,25,26,Πάφου,False,34.861236,32.5580041
6129,Χούλου,147,59,88,Πάφου,False,34.8718331,32.5573602
6130,Ακουρσός,22,14,8,Πάφου,False,34.8869001,32.4214343
6132,Κάθικας,438,222,216,Πάφου,False,34.9127034,32.4255259
6133,Πέγεια,3953,1969,1984,Πάφου,True,34.8833497,32.3874598
6200,Πάνω Aρχιμανδρίτα,43,19,24,Πάφου,False,34.7508805,32.678098
6201,Φασούλα Πάφου,56,31,25,Πάφου,False,34.7605476,32.6261529
6202,Μούσερε,2,1,1,Πάφου,False,34.7706678,32.7153863
6204,Μαμώνια,51,23,28,Πάφου,False,34.7707116,32.637913
6205,Άγιος Γεώργιος Πάφου,101,57,44,Πάφου,False,34.7785071,32.6506835
6206,Σταυροκόννου,56,28,28,Πάφου,False,34.7851907,32.6205557
6207,Πραστιό Πάφου,8,3,5,Πάφου,False,34.7864199,32.6975277
6208,Τραχυπέδουλα,64,27,37,Πάφου,False,34.8005436,32.67903
6210,Κελοκέδαρα,193,78,115,Πάφου,False,34.812669,32.651683
